Manufacturer,Model Name,Category,Screen Size,Screen,CPU,RAM, Storage,GPU,Operating System,Operating System Version,Weight,Price (Euros),file_path
dell,latitude 5480,notebook,"14.0""",full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows,10,1.64kg,"1179,00",dell.jpeg
acer,aspire es1-572,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,linux,,2.4kg,"441,80",default.jpg
dell,precision 3520,workstation,"15.6""",full hd 1920x1080,intel xeon e3-1505m v6 3ghz,8gb,64gb flash storage +  1tb hdd,nvidia quadro m620,windows,10,2.23kg,"1993,00",dell.jpeg
msi,gv62 7rd-1686nl,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,256gb ssd,nvidia geforce gtx 1050,windows,10,2.2kg,"1027,74",msi.webp
microsoft,surface laptop,ultrabook,"13.5""",touchscreen 2256x1504,intel core i7 7660u 2.5ghz,16gb,512gb ssd,intel iris plus graphics 640,windows,10 s,1.25kg,"2589,00",default.jpg
hp,15-bs024nv (i5-7200u/8gb/128gb/w10),notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,1.91kg,"589,00",hp.jpeg
dell,precision 3520,workstation,"15.6""",ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,16gb,256gb ssd,nvidia quadro m620,windows,10,2.17kg,"1975,00",dell.jpeg
hp,probook 650,workstation,"15.6""",ips panel full hd 1920x1080,intel core i7 7820hq 2.9ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,2.31kg,"1534,00",hp.jpeg
lenovo,thinkpad t470,notebook,"14.0""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.65kg,"1345,00",lenovo.webp
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,windows,10,2.36kg,"979,00",dell.jpeg
dell,inspiron 3168,2 in 1 convertible,"11.6""",touchscreen 1366x768,intel pentium quad core n3710 1.6ghz,4gb,500gb hdd,intel hd graphics 405,windows,10,1.47kg,"479,00",dell.jpeg
dell,alienware 17,notebook,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.7ghz,8gb,1tb hdd,nvidia geforce gtx 1060,windows,10,4.42kg,"2046,00",dell.jpeg
microsoft,surface laptop,ultrabook,"13.5""",touchscreen 2256x1504,intel core m m3-7y30 2.2ghz,4gb,128gb ssd,intel hd graphics 615,windows,10 s,1.252kg,"989,00",default.jpg
microsoft,surface laptop,ultrabook,"13.5""",touchscreen 2256x1504,intel core i7 7660u 2.5ghz,8gb,256gb ssd,intel iris plus graphics 640,windows,10 s,1.25kg,"1799,00",default.jpg
hp,17-bs092nd (i3-6006u/8gb/256gb/w10),notebook,"17.3""",1600x900,intel core i3 6006u 2ghz,8gb,256gb ssd,intel hd graphics 520,windows,10,2.5kg,"639,90",hp.jpeg
acer,aspire e5-576g,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,1tb hdd,nvidia geforce 940mx,windows,10,2.23kg,"544,00",default.jpg
acer,travelmate b,netbook,"11.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,128gb ssd,intel hd graphics 400,windows,10,1.4kg,"435,00",default.jpg
asus,pro p2540ua-ab51,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.37kg,"749,00",default.jpg
lenovo,ideapad 510s-14ikb,notebook,"14.0""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,amd radeon r7 m460,no os,,1.5kg,"799,00",lenovo.webp
lenovo,thinkpad p51,notebook,"15.6""",full hd 1920x1080,intel core i7 7820hq 2.9ghz,8gb,256gb ssd,nvidia quadro m2200m,windows,10,2.67kg,"2090,00",lenovo.webp
asus,x541na-pd1003y (n4200/4gb/500gb/w10),notebook,"15.6""",1366x768,intel pentium quad core n4200 1.1ghz,4gb,500gb hdd,intel hd graphics 500,windows,10,2kg,"304,00",default.jpg
acer,aspire 5,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,500gb hdd,nvidia geforce gtx 940mx,windows,10,2.2kg,"469,00",default.jpg
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,2tb hdd,amd radeon 530,windows,10,2.02kg,"759,00",dell.jpeg
hp,omen 17-an006nv,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,nvidia geforce gtx 1060,windows,10,3.78kg,"1699,00",hp.jpeg
lenovo,thinkpad t460s,ultrabook,"14.0""",ips panel quad hd+ 2560x1440,intel core i7 6600u 2.6ghz,12gb,256gb ssd,intel hd graphics 520,windows,10,1.4kg,"1858,00",lenovo.webp
hp,spectre x360,2 in 1 convertible,"13.3""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i7 8550u 1.8ghz,8gb,512gb ssd,intel uhd graphics 620,windows,10,1.29kg,"1999,00",hp.jpeg
hp,zbook 15u,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,500gb hdd,amd firepro w4190m ,windows,10,1.9kg,"1154,00",hp.jpeg
google,pixelbook (core,ultrabook,"12.3""",touchscreen 2400x1600,intel core i5 7y57 1.2ghz,8gb,128gb ssd,intel hd graphics 615,chrome os,,1.1kg,"1275,00",default.jpg
dell,latitude 7390,ultrabook,"13.3""",full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.42kg,"1841,85",dell.jpeg
asus,zenbook pro,notebook,"15.6""",ips panel 4k ultra hd 3840x2160,intel core i7 6700hq 2.6ghz,12gb,128gb ssd +  1tb hdd,intel hd graphics 530,windows,10,2.06kg,"1299,00",default.jpg
dell,latitude e5470,notebook,"14.0""",1366x768,intel core i3 6100u 2.3ghz,8gb,128gb ssd,intel hd graphics 520,windows,10,1.79kg,"740,00",dell.jpeg
dell,precision m5520,workstation,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m1200,windows,10,1.78kg,"2408,00",dell.jpeg
lenovo,thinkpad t470,notebook,"14.0""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1gb ssd,intel hd graphics 620,windows,10,1.7kg,"1364,00",lenovo.webp
dell,inspiron 3576,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,1tb hdd,amd radeon 520,windows,10,2.2kg,"675,00",dell.jpeg
toshiba,portege x30-d-10j,notebook,"13.3""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.05kg,"1672,00",toshiba.webp
dell,inspiron 7570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,512gb ssd,nvidia geforce 940mx,windows,10,2.16kg,"1262,00",dell.jpeg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i3 7100u 2.4ghz,4gb,1tb hdd,intel hd graphics 620,windows,10,2.18kg,"586,60",dell.jpeg
hp,probook 430,notebook,"13.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,128gb ssd,intel uhd graphics 620,windows,10,1.49kg,"726,00",hp.jpeg
chuwi,"lapbook 15,6",notebook,"15.6""",full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,64gb flash storage,intel hd graphics,windows,10,1.89kg,"248,90",default.jpg
lenovo,thinkpad e570,notebook,"15.6""",1366x768,intel core i3 6006u 2.0ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,2.3kg,"565,00",lenovo.webp
lenovo,thinkpad e480,notebook,"14.0""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.75kg,"1049,00",lenovo.webp
dell,precision 3520,workstation,"15.6""",ips panel full hd 1920x1080,intel core i7 6820hq 2.7ghz,16gb,512gb ssd,nvidia quadro m620,windows,10,2.17kg,"2338,00",dell.jpeg
dell,xps 15,notebook,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,512gb ssd,nvidia geforce gtx 1050,windows,10,2.06kg,"1899,00",dell.jpeg
lenovo,thinkpad x270,ultrabook,"12.5""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.36kg,"1798,00",lenovo.webp
asus,zenbook ux390ua,ultrabook,"12.5""",full hd 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,0.91kg,"1950,00",default.jpg
lenovo,thinkpad e570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 940mx,windows,10,2.3kg,"1011,99",lenovo.webp
toshiba,portege x30-d-10l,ultrabook,"13.3""",full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,32gb,512gb ssd,intel hd graphics 620,windows,10,1.05kg,"2799,00",toshiba.webp
asus,vivobook pro,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,1.99kg,"1350,00",default.jpg
acer,aspire 5,notebook,"15.6""",1366x768,amd a10-series 9620p 2.5ghz,8gb,1tb hdd,amd radeon rx 540,windows,10,2.2kg,"579,00",default.jpg
asus,rog g752vl-uh71t,gaming,"17.3""",ips panel full hd / touchscreen 1920x1080,intel core i7 6700hq 2.6ghz,24gb,256gb ssd +  1tb hdd,nvidia geforce gtx 965m,windows,10,4.33kg,"1269,00",default.jpg
lenovo,thinkpad x260,ultrabook,"12.5""",ips panel 1366x768,intel core i5 6200u 2.3ghz,8gb,1gb ssd,intel hd graphics 520,windows,10,1.3kg,"1099,00",lenovo.webp
lenovo,ideapad 520-15ikbr,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,2.17kg,"898,90",lenovo.webp
hp,elitebook 840,notebook,"14.0""",full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,1tb ssd,intel hd graphics 620,windows,10,1.48kg,"1749,00",hp.jpeg
lenovo,thinkpad 13,notebook,"13.3""",ips panel full hd 1920x1080,intel core i3 7100u 2.4ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.4kg,"949,00",lenovo.webp
lenovo,thinkpad l570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.3kg,"911,00",lenovo.webp
asus,vivobook e201na,netbook,"11.6""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,64gb flash storage,intel hd graphics 500,windows,10 s,1.2kg,"340,00",default.jpg
hp,15-bs026nv (i5-7200u/8gb/256gb/radeon,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,256gb ssd,amd radeon 520,windows,10,1.91kg,"618,99",hp.jpeg
lenovo,yoga 920-13ikb,2 in 1 convertible,"13.9""",ips panel full hd / touchscreen 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.4kg,"1599,00",lenovo.webp
lenovo,ideapad 320-14iap,notebook,"14.0""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,500gb hdd,intel hd graphics 500,windows,10,2.1kg,"299,00",lenovo.webp
lenovo,chromebook n23,netbook,"11.6""",1366x768,intel celeron dual core n3060 1.6ghz,4gb,16gb ssd,intel hd graphics 400,chrome os,,1.25kg,"265,00",lenovo.webp
lenovo,thinkpad 13,notebook,"13.3""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.44kg,"949,00",lenovo.webp
asus,zenbook ux510ux-cn211t,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,intel hd graphics 620,windows,10,2kg,"1224,00",default.jpg
acer,aspire a515-51g-59qf,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,1tb hdd,nvidia geforce mx150,windows,10,2.2kg,"613,00",default.jpg
hp,envy 13-ab002nv,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.34kg,"1323,00",hp.jpeg
lenovo,legion y520-15ikbn,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,no os,,2.4kg,"1149,00",lenovo.webp
dell,xps 13,ultrabook,"13.3""",ips panel full hd / touchscreen 1920x1080,intel core i5 7200u 2.5ghz,8gb,128gb ssd,intel hd graphics 620,windows,10,1.29kg,"899,00",dell.jpeg
acer,aspire a515-51g,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,4gb,500gb hdd,nvidia geforce 940mx,windows,10,2.2kg,"639,00",default.jpg
dell,vostro 5568,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.18kg,"836,00",dell.jpeg
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd +  2tb hdd,amd radeon 530,windows,10,2.2kg,"1219,24",dell.jpeg
xiaomi,mi notebook,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 8550u 1.8ghz,16gb,256gb ssd,nvidia geforce mx150,no os,,1.95kg,"1399,95",xiaomi.jpeg
asus,vivobook e12,netbook,"11.6""",1366x768,intel celeron dual core n3350 1.1ghz,2gb,32gb flash storage,intel hd graphics 500,windows,10,1.1kg,"245,00",default.jpg
hp,15-bs190od (i5-8250u/4gb/1tb/w10),notebook,"15.6""",touchscreen 1366x768,intel core i5 8250u 1.6ghz,4gb,1tb hdd,intel uhd graphics 620,windows,10,2.04kg,"521,47",hp.jpeg
asus,rog zephyrus,gaming,"15.6""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,24gb,512gb ssd,nvidia geforce gtx1080,windows,10,2.24kg,"2968,00",default.jpg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,nvidia geforce 930mx,windows,10,2.04kg,"889,00",hp.jpeg
asus,fx753ve-gc155t (i7-7700hq/16gb/1tb,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx1050 ti,windows,10,3kg,"1504,00",default.jpg
lenovo,legion y720-15ikb,gaming,"15.6""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,3.2kg,"1399,00",lenovo.webp
hp,spectre x360,ultrabook,"13.3""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.32kg,"1399,00",hp.jpeg
dell,latitude 5480,notebook,"14.0""",full hd 1920x1080,intel core i5 7300u 2.6ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.64kg,"1279,73",dell.jpeg
hp,probook 440,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,1.63kg,"689,00",hp.jpeg
dell,inspiron 5770,notebook,"17.3""",ips panel full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,128gb ssd +  1tb hdd,amd radeon 530,linux,,2.8kg,"889,00",dell.jpeg
lenovo,thinkpad l470,notebook,"14.0""",full hd 1920x1080,intel core i5 6200u 2.3ghz,8gb,256gb ssd,intel hd graphics 520,windows,7,2.02kg,"1340,00",lenovo.webp
lenovo,ideapad 320-15ikb,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,4gb,1tb hdd,nvidia geforce 920mx,windows,10,2.2kg,"799,00",lenovo.webp
lenovo,ideapad 320-15isk,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,8gb,2tb hdd,nvidia geforce 920mx ,no os,,2.2kg,"459,00",lenovo.webp
dell,inspiron 3567,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,amd radeon r5 m430,windows,10,2.3kg,"585,00",dell.jpeg
dell,latitude 5580,notebook,"15.6""",full hd 1920x1080,intel core i5 7440hq 2.8ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.9kg,"1377,00",dell.jpeg
dell,alienware 17,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.42kg,"3012,77",dell.jpeg
toshiba,satellite pro,notebook,"15.6""",ips panel full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,500gb hdd,intel hd graphics 620,windows,10,2.0kg,"860,00",toshiba.webp
asus,zenbook ux510uw-fi095t,notebook,"15.6""",ips panel 4k ultra hd 3840x2160,intel core i7 7500u 2.7ghz,8gb,256gb ssd +  1tb hdd,nvidia geforce gtx 960m,windows,10,2kg,"1299,00",default.jpg
mediacom,smartbook edge,notebook,"13.3""",ips panel full hd 1920x1080,intel celeron quad core n3450 1.1ghz,4gb,32gb ssd,intel hd graphics 500,windows,10,1.2kg,"369,00",default.jpg
asus,rog strix,gaming,"15.6""",ips panel full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1060,windows,10,2.3kg,"1649,00",default.jpg
dell,latitude 5580,notebook,"15.6""",full hd 1920x1080,intel core i7 7600u 2.8ghz,8gb,256gb ssd,nvidia geforce 930mx,windows,10,1.93kg,"1369,00",dell.jpeg
dell,inspiron 5570,notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,8gb,256gb ssd,amd radeon 530,windows,10,2.2kg,"797,41",dell.jpeg
hp,250 g6,notebook,"15.6""",full hd 1920x1080,intel pentium quad core n3710 1.6ghz,4gb,256gb ssd,intel hd graphics 405,windows,10,1.86kg,"398,99",hp.jpeg
hp,omen 15-ce006nv,gaming,"17.3""",full hd 1920x1080,intel core i7 7700hq 2.8ghz,12gb,1tb hdd,nvidia geforce gtx 1060,windows,10,2.62kg,"1799,00",hp.jpeg
lenovo,thinkpad e470,notebook,"14.0""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,nvidia geforce 940mx,windows,10,1.87kg,"859,00",lenovo.webp
dell,xps 13,ultrabook,"13.3""",quad hd+ / touchscreen 3200x1800,intel core i7 8550u 1.8ghz,8gb,256gb ssd,intel uhd graphics 620,windows,10,1.2kg,"1399,00",dell.jpeg
dell,vostro 5468,notebook,"14.0""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,1.6kg,"735,87",dell.jpeg
hp,envy 13-ab020nr,ultrabook,"13.3""",ips panel quad hd+ 3200x1800,intel core i7 7500u 2.7ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.34kg,"1145,00",hp.jpeg
acer,aspire 7,gaming,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,1tb hdd,nvidia geforce gtx 1050,linux,,2.4kg,"798,00",default.jpg
asus,vivobook x540ya-xx519t,notebook,"15.6""",1366x768,amd e-series 7110 1.8ghz,4gb,500gb hdd,amd radeon r2 graphics,windows,10,2kg,"349,00",default.jpg
hp,probook 450,notebook,"15.6""",full hd 1920x1080,intel core i3 7100u 2.4ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,2.1kg,"705,50",hp.jpeg
lenovo,thinkpad e470,notebook,"14.0""",full hd 1920x1080,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,1.87kg,"785,00",lenovo.webp
lenovo,v310-15isk (i5-6200u/4gb/1tb/fhd/no,notebook,"15.6""",full hd 1920x1080,intel core i5 6200u 2.3ghz,4gb,1tb hdd,intel hd graphics 520,no os,,2.15kg,"462,35",lenovo.webp
hp,250 g6,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,500gb hdd,intel hd graphics 520,windows,10,1.86kg,"397,00",hp.jpeg
lenovo,thinkpad t570,notebook,"15.6""",ips panel full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,512gb ssd,intel hd graphics 620,windows,10,1.99kg,"1729,00",lenovo.webp
lenovo,ideapad 320-15isk,notebook,"15.6""",full hd 1920x1080,intel core i3 6006u 2ghz,4gb,128gb ssd,intel hd graphics 520,windows,10,2.2kg,"499,00",lenovo.webp
dell,latitude 5580,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,1.9kg,"1116,99",dell.jpeg
dell,alienware 17,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,16gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.42kg,"2699,00",dell.jpeg
hp,17-x047na (i3-6006u/8gb/1tb/w10),notebook,"17.3""",1600x900,intel core i3 6006u 2ghz,8gb,1tb hdd,intel hd graphics 520,windows,10,2.65kg,"544,15",hp.jpeg
hp,probook 470,notebook,"17.3""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,1tb hdd,nvidia geforce 930mx,windows,10,2.63kg,"1280,00",hp.jpeg
asus,a541na-go342 (n3350/4gb/500gb/linux),notebook,"15.6""",1366x768,intel celeron dual core n3350 1.1ghz,4gb,500gb hdd,intel hd graphics 500,linux,,2kg,"224,00",default.jpg
mediacom,smartbook 130,notebook,"13.3""",ips panel full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,32gb flash storage,intel hd graphics,windows,10,1.35kg,"255,00",default.jpg
lenovo,ideapad 320-17ikb,notebook,"17.3""",1600x900,intel core i7 7500u 2.7ghz,6gb,128gb ssd +  1tb hdd,nvidia geforce 940mx,windows,10,2.8kg,"949,00",lenovo.webp
hp,15-bw007nv (a10-9620p/6gb/128gb/radeon,notebook,"15.6""",ips panel full hd 1920x1080,amd a10-series a10-9620p 2.5ghz,6gb,128gb ssd,amd radeon 530,windows,10,1.91kg,"568,90",hp.jpeg
dell,vostro 3568,notebook,"15.6""",1366x768,intel core i3 6006u 2ghz,4gb,1tb hdd,amd radeon r5 m420,windows,10,2.18kg,"617,90",dell.jpeg
acer,spin sp111-31,2 in 1 convertible,"11.6""",ips panel full hd / touchscreen 1920x1080,intel celeron dual core n3350 2.0ghz,4gb,32gb flash storage,intel hd graphics 500,windows,10,1.25kg,"349,00",default.jpg
lenovo,v330-15ikb (i3-7130u/4gb/128gb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel core i3 7130u 2.7ghz,4gb,128gb ssd,intel hd graphics 620,windows,10,2.05kg,"630,00",lenovo.webp
hp,elitebook 1030,ultrabook,"13.3""",ips panel quad hd+ / touchscreen 3200x1800,intel core m 6y75 1.2ghz,16gb,512gb ssd,intel hd graphics 515,windows,10,1.16kg,"1965,00",hp.jpeg
lenovo,thinkpad p71,notebook,"17.3""",ips panel full hd 1920x1080,intel core i7 7700hq 2.8ghz,8gb,256gb ssd,nvidia quadro m620m,windows,10,3.4kg,"2999,00",lenovo.webp
asus,fx553vd-dm627t (i5-7300hq/8gb/1tb,notebook,"15.6""",full hd 1920x1080,intel core i5 7300hq 2.5ghz,8gb,128gb ssd +  1tb hdd,nvidia geforce gtx 1050,windows,10,2.5kg,"839,00",default.jpg
dell,xps 13,ultrabook,"13.3""",ips panel 4k ultra hd / touchscreen 3840x2160,intel core i5 8250u 1.6ghz,8gb,128gb ssd,intel uhd graphics 620,windows,10,1.21kg,"1599,00",dell.jpeg
dell,latitude 5580,notebook,"15.6""",1366x768,intel core i5 7300u 2.6ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,1.93kg,"959,00",dell.jpeg
fujitsu,lifebook a557,notebook,"15.6""",1366x768,intel core i5 7200u 2.5ghz,8gb,1tb hdd,intel hd graphics 620,windows,10,2.2kg,"739,00",default.jpg
lenovo,ideapad 320-15iap,notebook,"15.6""",full hd 1920x1080,intel pentium quad core n4200 1.1ghz,4gb,500gb hdd,intel hd graphics 505,windows,10,2.2kg,"344,00",lenovo.webp
lenovo,thinkpad l470,notebook,"14.0""",1366x768,intel core i5 7200u 2.5ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.02kg,"990,00",lenovo.webp
hp,zbook 17,workstation,"17.3""",1600x900,intel core i5 7440hq 2.8ghz,8gb,500gb hdd,nvidia quadro m1200,windows,10,3.14kg,"1860,99",hp.jpeg
hp,14-am079na (n3710/8gb/2tb/w10),notebook,"14.0""",1366x768,intel pentium quad core n3710 1.6ghz,8gb,2tb hdd,intel hd graphics 405,windows,10,1.94kg,"389,00",hp.jpeg
hp,15-cd005nv (a9-9420/6gb/256gb/radeon,notebook,"15.6""",ips panel full hd 1920x1080,amd a9-series a9-9420 3ghz,6gb,256gb ssd,amd radeon 530,windows,10,1.95kg,"649,00",hp.jpeg
lenovo,thinkpad e570,notebook,"15.6""",full hd 1920x1080,intel core i5 7200u 2.5ghz,8gb,256gb ssd,intel hd graphics 620,windows,10,2.3kg,"830,00",lenovo.webp
lenovo,v330-15ikb (i5-8250u/4gb/500gb/fhd/w10),notebook,"15.6""",full hd 1920x1080,intel core i5 8250u 1.6ghz,4gb,500gb hdd,intel hd graphics 620,windows,10,2.05kg,"685,00",lenovo.webp
mediacom,smartbook 141,notebook,"14.0""",full hd 1920x1080,intel atom x5-z8350 1.44ghz,4gb,32gb ssd,intel hd graphics,windows,10,1.4kg,"249,00",default.jpg
toshiba,tecra x40-d-10h,ultrabook,"14.0""",full hd / touchscreen 1920x1080,intel core i7 7500u 2.7ghz,16gb,512gb ssd,intel hd graphics 620,windows,10,1.24kg,"1865,00",toshiba.webp
lenovo,ideapad y910-17isk,gaming,"17.3""",ips panel full hd 1920x1080,intel core i7 6820hk 2.7ghz,32gb,256gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.6kg,"2663,00",lenovo.webp
msi,gt73vr titan,gaming,"17.3""",full hd 1920x1080,intel core i7 7820hk 2.9ghz,16gb,512gb ssd +  1tb hdd,nvidia geforce gtx 1070,windows,10,4.14kg,"2729,00",msi.webp
dell,inspiron 3567,notebook,"15.6""",full hd 1920x1080,intel core i7 7500u 2.7ghz,8gb,256gb ssd,amd radeon r5 m430,linux,,2.2kg,"749,01",dell.jpeg
